,Price,Pid,Property_name,Address,Neighboorhood
2087,5000000,H2190,4 bedroom House for rent ikoyi Parkview Estate Ikoyi Lagos,IKOYI ikoyi Parkview Estate Ikoyi Lagos,Ikoyi
2088,14000000,G5879,4 bedroom Duplex for rent Gerard road Gerard road Ikoyi Lagos,Mosley road Gerard road Gerard Road Ikoyi Lagos,Ikoyi
2089,900000,H2181,3 bedroom Flat / Apartment for rent Akoka Yaba Lagos, Akoka Yaba Lagos,Yaba
2090,800000,H2180,2 bedroom Flat / Apartment for rent off oriola street Alapere Kosofe/Ikosi Lagos, off oriola street Alapere Kosofe Ikosi Lagos,Alapere
2091,850000,H2179,3 bedroom Flat / Apartment for rent Tabon tabon bustop Oko oba road Agege Lagos,"GREENHILL ESTATE, Tabon tabon bustop Oko Oba Road Agege Lagos",Agege
2092,450000,H2178,1 bedroom mini flat Flat / Apartment for rent Alapere Kosofe/Ikosi Lagos, Alapere Kosofe Ikosi Lagos,Alapere
2093,500000,H2177,2 bedroom Flat / Apartment for rent off Church street Alapere Kosofe/Ikosi Lagos, off Church street Alapere Kosofe Ikosi Lagos,Alapere
2094,3500000,H2176,3 bedroom Flat / Apartment for rent ikoyi Parkview Estate Ikoyi Lagos,ikoyi ikoyi Parkview Estate Ikoyi Lagos,Ikoyi
2095,1300000,H2168,2 bedroom Flat / Apartment for rent Opebi Ikeja Lagos,Off Opebi rd Opebi Ikeja Lagos,Ikeja
2096,450000,H2163,1 bedroom mini flat Flat / Apartment for rent Opposite Chevy view chevron Lekki Lagos,Newroad Opposite Chevy view Chevron Lekki Lagos,Lekki
2097,300000,H2162,50.0 square meter Flat / Apartment for rent Idado Estate Idado Lekki Lagos,Idado Estate Idado Estate Idado Lekki Lagos,Lekki
2098,700000,H2153,3 bedroom Flat / Apartment for rent Fagba Agege Lagos,Alamutu Estate Fagba Agege Lagos,Agege
2099,10000000,G6043,3 bedroom Flat / Apartment for rent Cameron Road 2nd Avenue Extension Ikoyi Lagos,Cameron Road Cameron Road 2nd Avenue Extension Ikoyi Lagos,Ikoyi
2100,250000,H2143,1 bedroom mini flat Flat / Apartment for rent Ajose Mende Maryland Lagos,Ajose Ajose Mende Maryland Lagos,Maryland
2101,700000,G4008,2 bedroom Flat / Apartment for rent Lagoon Estate Amuwo Odofin Amuwo Odofin Lagos,Lagoon Estate Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
2102,400000,H2136,3 bedroom Flat / Apartment for rent Iyana Ipaja Ipaja Lagos,Genesis Etate Aboru Iyana Ipaja Iyana Ipaja Ipaja Lagos,Ipaja
2103,650000,H2134,3 bedroom Flat / Apartment for rent Odozie Road Berger Ojodu Lagos,Odozie Road Odozie Road Berger Ojodu Lagos,Ojo
2104,400000,H2133,3 bedroom Flat / Apartment for rent Iyana Ipaja Ipaja Lagos,ile epo oke odo close. Iyana Ipaja Ipaja Lagos,Ipaja
2105,17000000,"352,H2131",325.0 square meter Office Space for rent Adeola Odeku Victoria Island Lagos,Off Adeola Odeku Adeola Odeku VI Lagos,VI
2106,1000000,G9464,2 bedroom Flat / Apartment for rent Pako Akoka Yaba Lagos,Off Finbarrs Road Pako Akoka Yaba Lagos,Yaba
2107,250000,H2129,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos,"Olayemi Ayobo Ipaja, Lagos Ayobo Ipaja Lagos",Ipaja
2108,400000,H2119,3 bedroom Flat / Apartment for rent Iyana Ipaja Ipaja Lagos,"At opemu bridge, Iyana Ipaja Ipaja Lagos",Ipaja
2109,250000,H2116,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos,Olayemi Ayobo Ipaja Lagos. Ayobo Ipaja Lagos,Ipaja
2110,300000,H2110,2 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos,ikotun Ipaja Road Ipaja Lagos,Ipaja
2111,900000,H2107,3 bedroom Flat / Apartment for rent Abule Ijesha Fola Agoro Yaba Lagos,Abule Ijesha Abule Ijesha Fola Agoro Yaba Lagos,Yaba
2112,400000,H2101,1 bedroom mini flat Flat / Apartment for rent Pedro Palmgroove Shomolu Lagos,Pedro Palmgroove Shomolu Lagos,Shomolu
2113,750000,H2097,2 bedroom Flat / Apartment for rent Abule Ijesha Fola Agoro Yaba Lagos,Abule Ijesha Abule Ijesha Fola Agoro Yaba Lagos,Yaba
2114,550000,H2096,2 bedroom Flat / Apartment for rent Pedro Palmgroove Shomolu Lagos,Pedro Palmgroove Shomolu Lagos,Shomolu
2115,700000,H2093,Office Space for rent Mende Maryland Ikeja Lagos,Mende Mende Maryland Ikeja Lagos,Maryland
2116,450000,H2085,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,St.Finbars Road Akoka Yaba Lagos,Yaba
2117,650000,H2084,3 bedroom Flat / Apartment for rent Onike Iwaya Yaba Lagos,Onike Iwaya Yaba Lagos,Yaba
2118,600000,H2083,1 bedroom mini flat Flat / Apartment for rent After Chevron Staff Club and Clinic Soluyi Gbagada Lagos,Josodat Estate After Chevron Staff Club and Clinic Soluyi Gbagada Lagos,Gbagada
2119,650000,H2080,2 bedroom Flat / Apartment for rent Josodat Estate Soluyi Gbagada Lagos,Josodat Estate Soluyi Gbagada Lagos,Gbagada
2120,1000000,H2079,2 bedroom Flat / Apartment for rent After Chevron Staff Club and Clinic Soluyi Gbagada Lagos,Josodat Estate After Chevron Staff Club and Clinic Soluyi Gbagada Lagos,Gbagada
2121,25000,"139,G8561",139.0 square meter Office Space for rent Alagomeji Yaba Lagos,"Hughes Avenue, Alagomeji, Yaba Alagomeji Yaba Lagos",Yaba
2122,250000,G2223,Self Contain for rent Akoka Yaba Lagos,Adjacent UNILAG Road Akoka Yaba Lagos,Yaba
2123,25000,"90,G4210",3 bedroom Commercial Property for rent agness Sabo Yaba Lagos,Montgomery rd yaba agness Sabo Yaba Lagos,Yaba
2124,500000,H2075,2 bedroom Flat / Apartment for rent Ebute Ikorodu Lagos,Solebo estate Ebute Ikorodu Lagos,Ikorodu
2125,900000,H2072,3 bedroom Flat / Apartment for rent Chemist Akoka Yaba Lagos,Emily Akinola Chemist Akoka Yaba Lagos,Yaba
2126,250000,H2070,Self Contain for rent Akoka Yaba Lagos,St.Finbars Road Akoka Yaba Lagos,Yaba
2127,200000,H2066,Self Contain for rent Abule Ijesha Fola Agoro Yaba Lagos,Fatai kadiri Abule Ijesha Fola Agoro Yaba Lagos,Yaba
2128,240000,H2063,1 bedroom mini flat Flat / Apartment for rent Lakowe Ajah Lagos,Losoro area Lakowe Ajah Lagos,Ajah
2129,1300000,D4253,3 bedroom Bungalow for rent Ajah Ibeju-Lekki Lagos,Thomas Estate Ajah Ibeju-Lekki Lagos,Ajah
2130,850000,H2061,2 bedroom Flat / Apartment for rent Ebute Metta Yaba Lagos,Ebute Metta East Ebute Metta Yaba Lagos,Yaba
2131,1200000,H2060,3 bedroom Flat / Apartment for rent Off Adediran Ajao Street Ajao Estate Isolo Lagos,Off Adediran Ajao Street Ajao Estate Isolo Lagos,Isolo
2132,1500000,H2059,4 bedroom Flat / Apartment for rent OFF OPEBI Opebi Ikeja Lagos,ASENUJA STREET OFF OPEBI Opebi Ikeja Lagos,Ikeja
2133,550000,H2058,2 bedroom Flat / Apartment for rent off Brown Street Soluyi Gbagada Lagos,off Brown Street Soluyi Gbagada Lagos,Gbagada
2134,400000,H2055,1 bedroom mini flat Flat / Apartment for rent Ajayi Road Onike Yaba Lagos,Ajayi Road Onike Yaba Lagos,Yaba
2135,1500000,H1481,3 bedroom Flat / Apartment for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,Basheer shittu street magodo Magodo GRA Magodo Kosofe Ikosi Lagos,Kosofe
2136,5000000,H2052,3 bedroom Duplex for rent LEKKI PHASE 1 Lekki Phase 1 Lekki Lagos,-- LEKKI PHASE 1 Lekki Phase 1 Lekki Lagos,Lekki
2137,9000000,H2050,3 bedroom Flat / Apartment for rent Sabo Yaba Lagos,Sabo Yaba Lagos,Yaba
2138,2200000,H2049,2 bedroom Flat / Apartment for rent Off Admiralty Lekki Phase 1 Lekki Lagos,Way Off Admiralty Lekki Phase 1 Lekki Lagos,Lekki
2139,1300000,H2046,2 bedroom Flat / Apartment for rent Off Walter Ifako-gbagada Gbagada Lagos,Off Walter Ifako Gbagada Gbagada Lagos,Gbagada
2140,18500,"4000,H2045",Commercial Property for rent Concorde Airport Road(Ikeja) Ikeja Lagos,Street Concorde Airport Road(ikeja) Ikeja Lagos,Ikeja
2141,900000,H2042,3 bedroom Flat / Apartment for rent Bornu Way Alagomeji Yaba Lagos,Bornu Way Alagomeji Yaba Lagos,Yaba
2142,650000,H2041,1 bedroom mini flat Flat / Apartment for rent Ajao Estate Anthony Village Maryland Lagos,Ajao Estate Anthony Village Maryland Lagos,Maryland
2143,850000,E3109,2 bedroom Flat / Apartment for rent Magodo phase 1 Estate Magodo Kosofe/Ikosi Lagos,Olani reti fasn street Magodo phase 1 Estate Magodo Kosofe Ikosi Lagos,Kosofe
2144,10000000,H2035,4 bedroom Duplex for rent Old Ikoyi Ikoyi Lagos,Cooper Road Old Ikoyi Ikoyi Lagos,Ikoyi
2145,850000,H2033,2 bedroom Flat / Apartment for rent Ebute Metta Yaba Lagos,Ebute Metta East Ebute Metta Yaba Lagos,Yaba
2146,800000,F6237,3 bedroom Flat / Apartment for rent Magodo-Shangisha Kosofe/Ikosi Lagos,Shangisha Magodo Shangisha Kosofe Ikosi Lagos,Kosofe
2147,650000,H2021,3 bedroom Flat / Apartment for rent Ijesha Surulere Lagos,Ijesha Ijesha Surulere Lagos,Surulere
2148,4500000,H2018,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos,Michael Olawale Cole Lekki Phase 1 Lekki Lagos,Lekki
2149,4000000,G9321,5 bedroom Duplex for rent Magodo Kosofe/Ikosi Lagos,"Idowu Akindele Crescent,Magodo GRA Magodo Kosofe Ikosi Lagos",Kosofe
2150,2000000,G3093,3 bedroom Duplex for rent Magodo GRA Magodo Kosofe/Ikosi Lagos,"Off Abul Osagie,Magodo,Lagos Magodo GRA Magodo Kosofe Ikosi Lagos",Kosofe
2151,1500000,G8940,2 bedroom Flat / Apartment for rent Magodo Kosofe/Ikosi Lagos,"Off Bola Ogunsanya Str,Magodo GRA,Lagos Magodo Kosofe Ikosi Lagos",Kosofe
2152,320000,G7532,3 bedroom Flat / Apartment for rent Agric Ikorodu Lagos,"Sikiru Idris street off francis onajirin street Asolo,Agric,Lagos Agric Ikorodu Lagos",Ikorodu
2153,300000,G2560,3 bedroom Flat / Apartment for rent Ikorodu Technical college Ikorodu Ikorodu Lagos,"Agbele ikoro str,behind Ikorodu Grammer sch,lagos Ikorodu Technical college Ikorodu Ikorodu Lagos",Ikorodu
2154,3000000,G2448,4 bedroom Duplex for rent Magodo Kosofe/Ikosi Lagos,"Off Abdul Quadri Rd,Magodo GRA,Lagos Magodo Kosofe Ikosi Lagos",Kosofe
2155,500000,H1154,1 bedroom mini flat Flat / Apartment for rent Magodo Magodo Kosofe/Ikosi Lagos,"Wale Adenekan Str,magodo GRA,Lagos Magodo Magodo Kosofe Ikosi Lagos",Kosofe
2156,350000,H2008,1 bedroom mini flat Flat / Apartment for rent Iwaya Yaba Lagos,off Iwaya road Iwaya Yaba Lagos,Yaba
2157,1800000,H2007,2 bedroom Flat / Apartment for rent Itedo Lekki Phase 1 Lekki Lagos, off cash wash bustop Itedo Lekki Phase 1 Lekki Lagos,Lekki
2158,3500000,F0605,3 bedroom Flat / Apartment for rent iru local government 1004 Victoria Island Lagos,"1004 estate,ademola adetokunbo, Victoria island lagos iru local government 1004 VI Lagos",VI
2159,800000,H2003,3 bedroom Flat / Apartment for rent CANAAN ESTATE Canaan Estate Ajah Lagos,"AGWU AMAECHI STREET,OFF LEKKI GARDEN PHASE1 ROAD CANAAN ESTATE Canaan Estate Ajah Lagos",Ajah
2160,1700000,H2002,3 bedroom Flat / Apartment for rent Alagomeji Alagomeji Yaba Lagos,Moleye Alagomeji Alagomeji Yaba Lagos,Yaba
2161,1200000,H1999,2 bedroom Flat / Apartment for rent Magodo Kosofe/Ikosi Lagos,"Kunle Ajagbe str Magodo GRA,Lagos Magodo Kosofe Ikosi Lagos",Kosofe
2162,1200000,G9220,3 bedroom Flat / Apartment for rent Sabo Yaba Lagos,Oyadiran Estate Sabo Yaba Lagos,Yaba
2163,1500000,G7874,3 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Off Hughes Avenue Alagomeji Yaba Lagos,Yaba
2164,5000000,H1996,2 bedroom Flat / Apartment for rent Shonibare Maryland Ikeja Lagos,Estate Shonibare Maryland Ikeja Lagos,Maryland
2165,1000000,H1993,Office Space for rent Allen avenue Allen Avenue Ikeja Lagos,Ikeja Allen avenue Allen Avenue Ikeja Lagos,Ikeja
2166,850000,H1992,3 bedroom Flat / Apartment for rent Grammar school Morgan estate Ojodu Lagos,Morgan Estate Grammar school Morgan Estate Ojodu Lagos,Ojo
2167,800000,H1991,2 bedroom Flat / Apartment for rent Off Ayo alabi estate Oke-Ira Ogba Lagos,Oke Ira Off Ayo alabi estate Oke Ira Ogba Lagos,Ogba
2168,1150000,H1990,3 bedroom Flat / Apartment for rent Grammar school Morgan estate Ojodu Lagos,Morgan Estate Grammar school Morgan Estate Ojodu Lagos,Ojo
2169,500000,H1989,3 bedroom Flat / Apartment for rent Oshodi Mafoluku Oshodi Lagos,Rashdi Abayomi street Oshodi Oshodi Mafoluku Oshodi Lagos,Oshodi
2170,1200000,H1988,200.0 square meter Commercial Property for rent Egbeda Egbeda Alimosho Lagos,Egbeda Egbeda Egbeda Alimosho Lagos,Alimosho
2171,180000,H1987,"1 bedroom mini flat Self Contain for rent off bode thomas,surulere lagos mainland Bode Thomas Surulere Lagos","off bode thomas,surulere lagos mainland off bode thomas,surulere lagos mainland Bode Thomas Surulere Lagos",Surulere
2172,150000,H1986,"1 bedroom mini flat Self Contain for rent off bode thomas,surulere lagos mainland Bode Thomas Surulere Lagos","off bode thomas,surulere lagos mainland off bode thomas,surulere lagos mainland Bode Thomas Surulere Lagos",Surulere
2173,300000,H1985,"1 bedroom mini flat Flat / Apartment for rent off bode thomas,surulere lagos mainland Bode Thomas Surulere Lagos","off bode thomas,surulere lagos mainland off bode thomas,surulere lagos mainland Bode Thomas Surulere Lagos",Surulere
2174,1100000,H1984,3 bedroom Flat / Apartment for rent Oregun Oregun Ikeja Lagos,Oregun Oregun Oregun Ikeja Lagos,Ikeja
2175,600000,H1982,1 bedroom mini flat Flat / Apartment for rent Amuwo odofi Amuwo Odofin Amuwo Odofin Lagos,Lake view Amuwo odofi Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
2176,450000,H1981,2 bedroom Flat / Apartment for rent Palmgrove Shomolu Palmgroove Shomolu Lagos,Palmgrove Palmgrove Shomolu Palmgroove Shomolu Lagos,Shomolu
2177,1300000,H1979,3 bedroom Duplex for rent Amuwo odofi Amuwo Odofin Amuwo Odofin Lagos,Lake view Amuwo odofi Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
2178,250000,H1977,1 bedroom mini flat Flat / Apartment for rent Oshodi Oshodi Expressway Oshodi Lagos,Sheinde calisto Oshodi Oshodi Expressway Oshodi Lagos,Oshodi
2179,800000,H1976,3 bedroom Flat / Apartment for rent Onipetesi estate Mangoro Ikeja Lagos,Micheal Akinola street Onipetesi estate Mangoro Ikeja Lagos,Ikeja
2180,1500000,H1971,2 bedroom Flat / Apartment for rent Coker Road Ilupeju Lagos,off Coker road Coker Road Ilupeju Lagos,Ilupeju
2181,700000,H1970,2 bedroom Flat / Apartment for rent Ajayi road Aguda(Ogba) Ogba Lagos,Odobo estate Ajayi road Aguda(ogba) Ogba Lagos,Ogba
2182,450000,H1967,2 bedroom Flat / Apartment for rent Oluwalogbon street Ikosi-Ketu Kosofe/Ikosi Lagos,Oyefesho street ikosi ketu Oluwalogbon street Ikosi Ketu Kosofe Ikosi Lagos,Ikosi
2183,7000000,H1965,5 bedroom Duplex for rent Ikeja GRA Ikeja Lagos,Ikeja G.R.A Ikeja Gra Ikeja Lagos,Ikeja
2184,850000,H1963,3 bedroom Flat / Apartment for rent Millenium Estate Millenuim/UPS Gbagada Lagos,Millenium Estate Millenuim Ups Gbagada Lagos,Gbagada
2185,1300000,H1962,1 bedroom mini flat Flat / Apartment for rent Sangotedo Ajah Lagos,No 1 Anthony Osahor Crescent Sangotedo Sangotedo Ajah Lagos,Sangotedo
2186,400000,H1960,1 bedroom mini flat Flat / Apartment for rent Soluyi Gbagada Lagos,Soluyi Gbagada Lagos,Gbagada
2187,600000,H1958,2 bedroom Flat / Apartment for rent Haruna Street Ogba OGBA GRA Ogba Lagos," Kayode Alabi Street, Off Haruna Street, Ogba, Ikeja, Lagos Haruna Street Ogba Ogba Gra Ogba Lagos",Ogba
2188,750000,H1954,"2 bedroom Flat / Apartment for rent Taodak Estate, Off Yetunde Brown Soluyi Gbagada Lagos","Taodak Estate, Off Yetunde Brown Soluyi Gbagada Lagos",Gbagada
2189,2000000,H1952,1 bedroom mini flat Flat / Apartment for rent Shonibare Shonibare Estate Maryland Lagos,Estate Shonibare Shonibare Estate Maryland Lagos,Maryland
2190,6500000,H1950,2 bedroom Flat / Apartment for rent Ligali Ayorinde Victoria Island Lagos,Off Ligali Ayorinde Ligali Ayorinde VI Lagos,VI
2191,800000,H1948,3 bedroom Flat / Apartment for rent Deeper Life Church Ifako-gbagada Gbagada Lagos,Deeper Life Church Ifako Gbagada Gbagada Lagos,Gbagada
2192,6500000,H1947,3 bedroom Flat / Apartment for rent Shonibare Estate Maryland Lagos,"shonibare estate, maryland Shonibare Estate Maryland Lagos",Maryland
2193,3000000,G8773,3 bedroom Duplex for rent Ikeja GRA Ikeja Lagos, off AKINJOBI Street Ikeja Gra Ikeja Lagos,Ikeja
2194,300000,H1945,1 bedroom mini flat Flat / Apartment for rent by chemist bus stop Ire Akari Isolo Lagos,Ireakari by chemist bus stop Ire Akari Isolo Lagos,Isolo
2195,1000000,H1943,3 bedroom Flat / Apartment for rent Off ayodele Oke Owo Street Ifako-gbagada Gbagada Lagos,Off ayodele Oke Owo Street Ifako Gbagada Gbagada Lagos,Gbagada
2196,3000000,A7476,4 bedroom Duplex for rent Omole phase 1 Ojodu Ojodu Lagos,"Rashidi Barua Street, Omole phase 1 Ojodu Ojodu Lagos",Ojo
2197,1300000,H1941,3 bedroom Flat / Apartment for rent Josodat Estate Soluyi Gbagada Lagos,Josodat Estate Soluyi Gbagada Lagos,Gbagada
2198,400000,H1938,1 bedroom mini flat Flat / Apartment for rent Onike Yaba Lagos,Ajayi street Onike Yaba Lagos,Yaba
2199,750000,H1936,2 bedroom Flat / Apartment for rent Onike Yaba Lagos,Ajayi street Onike Yaba Lagos,Yaba
2200,1000000,H1935,3 bedroom Flat / Apartment for rent Onike Yaba Lagos,Ajayi street Onike Yaba Lagos,Yaba
2201,1300000,F5318,2 bedroom Flat / Apartment for rent Ogudu GRA Kosofe Kosofe/Ikosi Lagos,Ogudu GRA Ogudu GRA Kosofe Kosofe Ikosi Lagos,Ogudu
2202,250000,G1572,Flat / Apartment for rent Ogudu-Orike Ogudu Lagos,orioke Ogudu Orike Ogudu Lagos,Ogudu
2203,350000,G1570,1 bedroom mini flat Flat / Apartment for rent Ogudu Ogudu Lagos,Barrack Estate Ogudu Ogudu Lagos,Ogudu
2204,90000,E9827,1757.0 square meter Office Space for rent Ajose Adeogun Bonny Camp Victoria Island Lagos,Ajose Adeogun Ajose Adeogun Bonny Camp VI Lagos,VI
2205,20000,E9829,Commercial Property for rent Onipanu Onipanu Shomolu Lagos,Onipanu Onipanu Onipanu Shomolu Lagos,Shomolu
2206,600000,H1929,3 bedroom Flat / Apartment for rent by aswani market Osolo way Isolo Lagos,by holy saviours college by aswani market Osolo Way Isolo Lagos,Isolo
2207,1000000,G9463,5 bedroom Duplex for rent Alapere Ketu Kosofe/Ikosi Lagos,Off Church Alapere Ketu Kosofe Ikosi Lagos,Alapere
2208,1000000,G5580,3 bedroom Flat / Apartment for rent Pedro Ifako-gbagada Gbagada Lagos,Mosholashi Pedro Ifako Gbagada Gbagada Lagos,Gbagada
2209,600000,H1925,1 bedroom mini flat Flat / Apartment for rent Asa Estate Soluyi Gbagada Lagos,Asa Estate Soluyi Gbagada Lagos,Gbagada
2210,1500000,G0432,3 bedroom Flat / Apartment for rent Medina estate Medina Gbagada Lagos,Adeola street Medina estate Medina Gbagada Lagos,Gbagada
2211,350000,H1924,1 bedroom mini flat Flat / Apartment for rent Lagos,off Bajulaiye road Obanikoro Shomolu Lagos,Shomolu
2212,350000,H1923,1 bedroom mini flat Flat / Apartment for rent Obanikoro Shomolu Lagos,off Bajulaiye road Obanikoro Shomolu Lagos,Shomolu
2213,300000,H1922,2 bedroom Flat / Apartment for rent Egbeda Alimosho Lagos,Gospel Ishasi Egbeda Alimosho Lagos,Alimosho
2214,700000,H1920,2 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos,Alagomeji Yaba Lagos,Yaba
2215,600000,G1074,2 bedroom Flat / Apartment for rent Deeper life church Soluyi Gbagada Lagos,Olabisi Osho Deeper life church Soluyi Gbagada Lagos,Gbagada
2216,200000,H1919,1 bedroom mini flat Flat / Apartment for rent Egbeda Alimosho Lagos,Iyana Ishasi Okokomaiko. Egbeda Alimosho Lagos,Alimosho
2217,30000,"145,F8413",145.0 square meter Office Space for rent oniru new market Lekki Phase 1 Lekki Lagos,. oniru new market Lekki Phase 1 Lekki Lagos,Lekki
2218,600000,F9049,3 bedroom Flat / Apartment for rent Apple junction Amuwo Odofin Lagos,Ago palace way Apple Junction Amuwo-Odofin Lagos,Amuwo-Odofin
2219,4000000,"175,H1913",Bungalow for rent Montgomery Road Sabo Yaba Lagos,Montgomery Road Sabo Yaba Lagos,Yaba
2220,200000,H1912,1 bedroom mini flat Flat / Apartment for rent Shomolu Shomolu Lagos,off Bajulaiye road Shomolu Shomolu Lagos,Shomolu
2221,1800000,G0943,3 bedroom Flat / Apartment for rent Jakande Lekki Lagos,Behind Shoprite Jakande Jakande Lekki Lagos,Lekki
2222,350000,H1910,1 bedroom mini flat Flat / Apartment for rent Shomolu Shomolu Lagos,off Bajulaiye road Shomolu Shomolu Lagos,Shomolu
2223,1500000,H1909,4 bedroom Flat / Apartment for rent Adelabu Surulere Lagos,off Babs Animasaun Adelabu Surulere Lagos,Surulere
2224,250000,H1906,1 bedroom mini flat Flat / Apartment for rent Ipaja road Ipaja Lagos,Gospel Ishasi. Ipaja Road Ipaja Lagos,Ipaja
2225,750000,G7971,3 bedroom Flat / Apartment for rent Kristabel Hotel Soluyi Gbagada Lagos,Kristabel Hotel Soluyi Gbagada Lagos,Gbagada
2226,2000000,H1904,1 bedroom mini flat Flat / Apartment for rent Lekki Phase 1 Lekki Lagos,Off Oniru Lekki Phase 1 Lekki Lagos,Lekki
2227,2500000,F4102,3 bedroom Flat / Apartment for rent Osapa G.r.a Osapa london Lekki Lagos,"Osapa G.r.a, behind shoprite,Jakande Osapa G.r.a Osapa London Lekki Lagos",Lekki
2228,8000000,F1527,3 bedroom Duplex for rent banana island Banana Island Ikoyi Lagos,Sokoto road banana island Banana Island Ikoyi Lagos,Ikoyi
2229,1000000,F3575,3 bedroom Flat / Apartment for rent Lekki conservation area chevron Lekki Lagos,"Olusesan street, oluborugo beside lekki conservation center Lekki conservation area Chevron Lekki Lagos",Lekki
2230,5500000,H1895,3 bedroom Flat / Apartment for rent Oniru Lekki Phase 1 Lekki Lagos,Oniru Oniru Lekki Phase 1 Lekki Lagos,Lekki
2231,3200000,H1894,2 bedroom Flat / Apartment for rent Victoria Island Extension Victoria Island Lagos,oniru VI Extension VI Lagos,VI
2232,45000,"180,200,H1891",Commercial Property for rent Awolowo Road Ikoyi Lagos,Falomo Awolowo Road Ikoyi Lagos,Ikoyi
2233,90000,H1890,600.0 square meter Office Space for rent Victoria Island Extension Victoria Island Lagos,oniru VI Extension VI Lagos,VI
2234,1200000,H1889,2 bedroom Flat / Apartment for rent owode Ado Ajah Lagos,Langbasa owode Ado Ajah Lagos,Ajah
2235,1000000,D4408,3 bedroom Flat / Apartment for rent Egbeda Alimosho Lagos,Gowon estate Egbeda Alimosho Lagos,Alimosho
2236,20000000,H1601,3 bedroom Flat / Apartment for rent Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
2237,260000,H1887,3 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos,"igando, Lagos Ipaja Road Ipaja Lagos",Ipaja
2238,350000,G6953,1 bedroom mini flat Flat / Apartment for rent Akoka Yaba Lagos,Off Pako Bus stop Akoka Yaba Lagos,Yaba
2239,500,H1885,1 bedroom mini flat Office Space for rent Victoria Island Ligali Ayorinde Victoria Island Lagos,VI VI Ligali Ayorinde VI Lagos,VI
2240,1300000,H1883,5 bedroom Duplex for rent Thomas estate Ajah Lagos,thomas estate Thomas Estate Ajah Lagos,Ajah
2241,1000000,B3903,3 bedroom Flat / Apartment for rent Yaba Yaba Lagos,Alagomeji Area Yaba Yaba Lagos,Yaba
2242,900000,C3388,4 bedroom Flat / Apartment for rent Yaba Yaba Lagos,"Akoka, Yaba Yaba Lagos",Yaba
2243,300000,H1881,2 bedroom Flat / Apartment for rent Ayobo Ipaja Lagos,command Ipaja. Ayobo Ipaja Lagos,Ipaja
2244,380000,H1879,3 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos,Abule-Egba Lagos Ipaja Road Ipaja Lagos,Abule-Egba
2245,800,H1878,1 bedroom mini flat Office Space for rent Victoria Island Ligali Ayorinde Victoria Island Lagos,VI VI Ligali Ayorinde VI Lagos,VI
2246,1200000,E9102,3 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos,"Fine finishing close, off Barrister Theodore Street, behind Richfield school Ajao Estate Isolo Lagos",Isolo
2247,250000,H1875,3 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos,Ayobo Ipaja Ipaja Road Ipaja Lagos,Ipaja
2248,20000000,H1873,4 bedroom Flat / Apartment for rent Kofo Abayomi Victoria Island Lagos,Along Kofo Abayomi Kofo Abayomi VI Lagos,VI
2249,300000,H1871,3 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos, Abiola Estate Ayobo Ipaja Lagos Ipaja Road Ipaja Lagos,Ipaja
2250,2500000,F0745,2 bedroom Flat / Apartment for rent Oniru Victoria Island Extension Victoria Island Lagos,Dideolu estate Oniru VI Extension VI Lagos,VI
2251,200000,H1869,1 bedroom mini flat Flat / Apartment for rent Ipaja road Ipaja Lagos, Abiola Estate Ayobo Lagos Ipaja Road Ipaja Lagos,Ipaja
2252,3500000,H1867,3 bedroom Duplex for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Lekki
2253,350000,H1865,1 bedroom mini flat Flat / Apartment for rent Shomolu Shomolu Lagos,Bajulaye rd Shomolu Shomolu Lagos,Shomolu
2254,1200000,G9287,3 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos,Sangotedo Sangotedo Ajah Lagos,Sangotedo
2255,2800000,H1863,5 bedroom Duplex for rent Victoria Island Ademola Adetokunbo Victoria Island Lagos,VI VI Ademola Adetokunbo VI Lagos,VI
2256,250000,H1862,2 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos,Olayemi Ayobo Ipaja Ipaja Road Ipaja Lagos,Ipaja
2257,700000,H1859,3 bedroom Flat / Apartment for rent ago palace road Ago palace Okota Lagos,ago palace road Ago Palace Okota Lagos,Okota
2258,400000,H1857,3 bedroom Flat / Apartment for rent Ipaja road Ipaja Lagos, Ijaiye Ipaja Road Ipaja Lagos,Ipaja
