,Price,Pid,Property_name,Address,Neighboorhood
2584,45000000,G8833,3 bedroom Flat / Apartment for sale Osolo way Isolo Lagos,Adekunle Street Osolo Way Isolo Lagos,Isolo
2585,800000000,D9850,6000.0 square meter Land for sale Oshodi Expressway Oshodi Lagos,oshodi-apapa expressway Oshodi Expressway Oshodi Lagos,Oshodi
2586,65000000,D8149,4 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,"Prince Kalu Street, Lekki Phase 1 Lekki Lagos",Lekki
2587,16500000,F7024,820.0 square meter Land for sale VgC Lekki Ilaje Lekki Lagos,Mobil Estate Road VgC Lekki Ilaje Lekki Lagos,Lekki
2588,4500000,F6358,300.0 square meter Land for sale SHOPRITE Monastery Road Sangotedo Ajah Lagos,Ajah Lekki Lagos SHOPRITE Monastery Road Sangotedo Ajah Lagos,Ajah
2589,130000000,"400,G8832",4 bedroom Duplex for sale Ogudu GRA Ogudu Lagos,Ogudu G.R.A Ogudu Gra Ogudu Lagos,Ogudu
2590,250000000,D0277,10 bedroom Office Space for sale Awolowo Road Obafemi Awolowo Way Ikeja Lagos,Computer Village Awolowo Road Obafemi Awolowo Way Ikeja Lagos,Ikeja
2591,65000000,G8829,3 bedroom Duplex for sale Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Off Ayinde Akinmade street Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Lekki
2592,270000,G8828,Land for sale Lekki Phase 1 Lekki Lagos,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
2593,90000000,G8827,4 bedroom Duplex for sale Ogudu GRA Ogudu Lagos,Ogudu G.R.A Ogudu Gra Ogudu Lagos,Ogudu
2594,180000000,"30,G8825",10 bedroom Commercial Property for sale Amuwo Odofin Amuwo Odofin Lagos,Abiodun Lawson Crescent Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
2595,4200000,G8821,400.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,", Lekki Epe Expressway, Eleju Ibeju, Lekki Local Government Area of Lagos State Free Trade Zone Ibeju-Lekki Lagos",Lekki
2596,210000,G8814,"10000.0 square meter Land for sale Illasan, Lekki - Ajah Expressway Lekki Phase 1 Lekki Lagos","ILLASAN, Lekki-Ajah Expressway Illasan, Lekki - Ajah Expressway Lekki Phase 1 Lekki Lagos",Lekki
2597,2000000,E5217,Land for sale Baba Adissa Alatise Ibeju-Lekki Lagos,Gbarada Town Baba Adissa Alatise Ibeju-Lekki Lagos,Ibeju-Lekki
2598,35000000,E6701,"10 bedroom Commercial Property for sale Hiltop Estate, Ikorodu Ikorodu Lagos","Governor Mudasiru Street Hiltop Estate, Ikorodu Ikorodu Lagos",Ikorodu
2599,20000000,E5944,3 bedroom Commercial Property for sale Ibeju Town Eleko Ibeju-Lekki Lagos,Araromi Road Ibeju Town Eleko Ibeju-Lekki Lagos,Ibeju-Lekki
2600,120000000,E6910,6 bedroom Duplex for sale Close to Thomas Estate Thomas estate Ajah Lagos,"Victory Estate, Ajah Close to Thomas Estate Thomas Estate Ajah Lagos",Ajah
2601,55000000,F4459,5 bedroom Duplex for sale Sangotedo Crown Estate Ajah Lagos,Ajah Sangotedo Crown Estate Ajah Lagos,Ajah
2602,35000000,E6909,5 bedroom Duplex for sale behind Gioni Estate Lakowe Ajah Lagos,opp Lakowe-Lake Golf Country Estate behind Gioni Estate Lakowe Ajah Lagos,Ajah
2603,40000000,E6911,4 bedroom Duplex for sale Splash Sangotedo Ajah Lagos,behind Amaldor Hotel Splash Sangotedo Ajah Lagos,Sangotedo
2604,80000000,G8084,4 bedroom Duplex for sale Alternative Route chevron Lekki Lagos,Lekki Alternative Route Chevron Lekki Lagos,Lekki
2605,57000000,F4457,6 bedroom Duplex for sale Estate chevron Lekki Lagos,Chevy View Estate Chevron Lekki Lagos,Lekki
2606,28000000,G8805,Land for sale off yetunde brown Ifako-gbagada Gbagada Lagos,Taodak estate off yetunde brown Ifako Gbagada Gbagada Lagos,Gbagada
2607,50000000,G8786,4 bedroom Duplex for sale Idera bus stop Lagos,Rufus Laniyun estate Idera bus stop Ikorodu Lagos,Ikorodu
2608,55000000,"60,G8785",4 bedroom Duplex for sale Lagos,Yetunde Brown Ifako Gbagada Lagos,Gbagada
2609,160000000,G7331,5 bedroom House for sale VGC Ajah Lagos,Royal Gardens Estate Vgc Ajah Lagos,Ajah
2610,200000000,"2000,G7333",5 bedroom House for sale Lekki Phase 1 Lekki Lagos,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Lekki
2611,105000000,G7075,5 bedroom Duplex for sale Off Adeniyi Jones Adeniyi Jones Ikeja Lagos,Aba Jonhson Off Adeniyi Jones Adeniyi Jones Ikeja Lagos,Ikeja
2612,130000000,"16,F4889",10 bedroom Commercial Property for sale Magodo Kosofe/Ikosi Lagos, by Magodo Shangisha's main gate Magodo Magodo Kosofe Ikosi Lagos,Kosofe
2613,600000,F6882,668.0 square meter Land for sale Town chevron Lekki Lagos,Epe Town Chevron Lekki Lagos,Epe
2614,3500000,G8774,Land for sale Abijo Sangotedo Ajah Lagos,Abijo Sangotedo Ajah Lagos,Sangotedo
2615,250000000,G8766,5 bedroom Duplex for sale Off banana lsland Banana Island Ikoyi Lagos,On mojisola onikoyi Off banana lsland Banana Island Ikoyi Lagos,Ikoyi
2616,40000000,G8762,3 bedroom Duplex for sale Airport road Ajao Estate Isolo Lagos,off Lawrence Daniel street Airport road Ajao Estate Isolo Lagos,Isolo
2617,2500000000,G8165,Commercial Property for sale Acme road Ogba Lagos,Acme road Acme Road Ogba Lagos,Ogba
2618,7200000000,G8755,4 bedroom Flat / Apartment for sale Banana Island Ikoyi Lagos,Ocean Parade Towers Banana Island Ikoyi Lagos,Ikoyi
2619,2000000,"200,G8753",203.0 square meter Land for sale Aboru Iyana Ipaja Ipaja Lagos,Ishola Street Aboru Iyana Ipaja Ipaja Lagos,Ipaja
2620,16000000,G8752,1150.0 square meter Land for sale GRA Abijo Ajah Lagos,Abijo GRA Abijo Ajah Lagos,Ajah
2621,120000000,G8751,5 bedroom Duplex for sale Ligali Ayorinde Victoria Island Lagos,VICTORIA ISLAND Ligali Ayorinde VI Lagos,VI
2622,15300000,G8745,600.0 square meter Land for sale Abraham adesanya estate Ajah Lagos,Okun Ajah Abraham Adesanya Estate Ajah Lagos,Ajah
2623,75000000,G8722,3 bedroom House for sale Off Obafemi Awolowo Way Ikeja Lagos,Off Obafemi Awolowo Way Ikeja Lagos,Ikeja
2624,80000000,G8721,House for sale Off Obafemi Awolowo Way Ikeja Lagos,Off Obafemi Awolowo Way Ikeja Lagos,Ikeja
2625,150000000,G8718,5 bedroom Duplex for sale Royal Gardens Estate Off Lekki-Epe Expressway Ajah Lagos,Royal Gardens Estate Royal Gardens Estate Off Lekki Epe Expressway Ajah Lagos,Lekki
2626,70000000,G8717,3 bedroom House for sale Off Obafemi Awolowo Way Ikeja Lagos,Off Obafemi Awolowo Way Ikeja Lagos,Ikeja
2627,65000000,G8715,3 bedroom House for sale Off Toyin street Ikeja Lagos,Off Toyin Street Ikeja Lagos,Ikeja
2628,90000000,G8705,5 bedroom Duplex for sale Hakkeem Dickson Street Lekki Phase 1 Lekki Lagos,By Emman Abimbola Hakkeem Dickson Street Lekki Phase 1 Lekki Lagos,Lekki
2629,30000000,G8703,3 bedroom Flat / Apartment for sale Agungi Lekki Lagos,Agungi Agungi Lekki Lagos,Lekki
2630,180000000,G8700,4 bedroom Duplex for sale MIXED USE Banana Island Ikoyi Lagos,1ST AVENUE MIXED USE Banana Island Ikoyi Lagos,Ikoyi
2631,10000000,G8232,"600.0 square meter Land for sale Lekki Scheme 3, chevron Lekki Lagos","Abijo, G.R.A Lekki Scheme 3, Chevron Lekki Lagos",Lekki
2632,2550000000,"17,000,G8689",17000.0 square meter Land for sale Lekki Phase 1 (Right Side) Lekki Phase 1 Lekki Lagos,"Off New Creation Street, Lekki Phase 1 (Right Side) Lekki Phase 1 Lekki Lagos",Lekki
2633,4800000,G8676,600.0 square meter Land for sale Otolu Village Free trade zone Free Trade Zone Ibeju-Lekki Lagos,Otolu Village Free trade zone Otolu Village Free trade zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2634,1500000,G8674,600.0 square meter Land for sale Eleranigbe Ibeju lekki Lagos Eleranigbe Ibeju-Lekki Lagos,Eleranigbe Ibeju lekki Lagos Eleranigbe Ibeju lekki Lagos Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki
2635,4500000,G8671,600.0 square meter Land for sale Awoyaya Ibeju Lekki Awoyaya Ajah Lagos,Awoyaya Ibeju-Lekki Awoyaya Ibeju-Lekki Awoyaya Ajah Lagos,Ibeju-Lekki
2636,750000000,"000,G8669",5000.0 square meter Land for sale Oniru Lekki Phase 1 Lekki Lagos,"Off New Creation Street, Oniru, Lekki phase 1 (Right Side) Oniru Lekki Phase 1 Lekki Lagos",Lekki
2637,2000000,G8665,600.0 square meter Land for sale Eleranigbe Ibeju-Lekki Lagos,Globe motors/Pan Atlantic University Lekki Epe Expressway Eleranigbe Ibeju-Lekki Lagos,Lekki
2638,90000000,G8664,5 bedroom Duplex for sale HARMONY ENCLAVE ESTATE Adeniyi Jones Ikeja Lagos,ABA JOHNSON HARMONY ENCLAVE ESTATE Adeniyi Jones Ikeja Lagos,Ikeja
2639,1800000,G8660,600.0 square meter Land for sale Ajebandele Ibeju Lekki LGA Eleranigbe Ibeju-Lekki Lagos,Ajebandele Lekki Epe expressway Ajebandele Ibeju-Lekki LGA Eleranigbe Ibeju-Lekki Lagos,Lekki
2640,75000000,"038,G8655",3 bedroom Flat / Apartment for sale Kogberegbe street Isolo Lagos,Kogberegbe Kogberegbe Street Isolo Lagos,Isolo
2641,30000000,G8654,10 bedroom House for sale OBADEYI BUS STOP Ojokoro Abule Egba Lagos,AYOKA CLOSE OBADEYI BUS STOP Ojokoro Abule-Egba Lagos,Ojo
2642,22000000,E5768,697.59 square meter Land for sale ABORU Iyana Ipaja Ipaja Lagos,"ADEGBOLA AYOOLA STREET, BESIDE TRAFALGAR INTERNATIONAL SCHOOL, HARMONY ESTATE OFF GENESIS ESTATE ABORU Iyana Ipaja Ipaja Lagos",Ipaja
2643,4000000,F8776,600.0 square meter Land for sale AKODO Akodo Ise Ibeju-Lekki Lagos,KING'S POINT ESTATE AKODO Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
2644,80000000,G8651,Flat / Apartment for sale Off Toyin street Ikeja Lagos,Off Toyin Street Ikeja Lagos,Ikeja
2645,10000000,F6308,3 bedroom Bungalow for sale Adamo bus stop Ikorodu Ikorodu Lagos,Adamo Adamo bus stop Ikorodu Ikorodu Lagos,Ikorodu
2646,70000000,G8649,4 bedroom House for sale Lekki Right Lekki Phase 2 Lekki Lagos,Off Providence Road Lekki Right Lekki Phase 2 Lekki Lagos,Lekki
2647,8000000,G8646,600.0 square meter Land for sale Ogombo Ajah Lagos,Lekki-epe expressway Ogombo Ajah Lagos,Lekki
2648,30000000,G8641,3 bedroom Flat / Apartment for sale Millenuim/UPS Gbagada Lagos,Millenium Estate Millenuim Ups Gbagada Lagos,Gbagada
2649,40000000,G8634,3 bedroom Flat / Apartment for sale Ado Ajah Lagos, Off addo road Ado Ajah Lagos,Ajah
2650,26000000,G8629,2 bedroom Flat / Apartment for sale off Agungi Agungi Lekki Lagos,"Off Agungi Road, Near Shoprite Lekki. off Agungi Agungi Lekki Lagos",Lekki
2651,45000000,G5963,3 bedroom Flat / Apartment for sale Berger Ojodu Lagos,Aina street Off Ogunnisi Road Berger Ojodu Lagos,Ojo
2652,150000000,G8621,Land for sale Off Toyin street Ikeja Lagos,Off Toyin Street Ikeja Lagos,Ikeja
2653,45000000,G4780,4 bedroom Duplex for sale Lekki Gardens estate Ajah Lagos,Lekki Gardens Estate Ajah Lagos,Lekki
2654,235000000,G8617,5 bedroom Duplex for sale Nicon Estate Lekki Phase 1 Lekki Lagos,Nicon Road Lekki Nicon Estate Lekki Phase 1 Lekki Lagos,Lekki
2655,50000000,"650,G8599",4 bedroom Bungalow for sale Ogudu-Orike Ogudu Lagos,Barrack Estate Ogudu Orike Ogudu Lagos,Ogudu
2656,30000000,G8598,3 bedroom Flat / Apartment for sale lekki Osapa london Lekki Lagos,LEKKI lekki Osapa London Lekki Lagos,Lekki
2657,12000000,G8589,600.0 square meter Land for sale Meridian Park Estate Awoyaya Ajah Lagos,Meridian Luxury Park Meridian Park Estate Awoyaya Ajah Lagos,Ajah
2658,47000000,G8586,4 bedroom House for sale lekki Osapa london Lekki Lagos,LEKKI lekki Osapa London Lekki Lagos,Lekki
2659,3500000000,G8582,Land for sale Apapa road Apapa Lagos,apapa road Apapa Road Apapa Lagos,Apapa
2660,6000000000,G8579,Land for sale Apapa G.R.A Apapa Lagos,apapa road Apapa G.r.a Apapa Lagos,Apapa
2661,60000000,G8577,4 bedroom Duplex for sale lekki Osapa london Lekki Lagos,LEKKI lekki Osapa London Lekki Lagos,Lekki
2662,30000000,G8575,3 bedroom Flat / Apartment for sale Akoka Yaba Lagos,off UniLag road Akoka Yaba Lagos,Yaba
2663,7500000,G0300,Land for sale Comperative Badore Ajah Lagos,Unity Estate Comperative Badore Ajah Lagos,Ajah
2664,60000000,G7786,5 bedroom Duplex for sale Thomas estate Ajah Lagos,Thomas estate Thomas Estate Ajah Lagos,Ajah
2665,90000000,G3512,3 bedroom Flat / Apartment for sale Onike Sabo Yaba Lagos,Iwaya road Onike Sabo Yaba Lagos,Yaba
2666,200000000,G3325,3 bedroom Commercial Property for sale Yaba GRA Sabo Yaba Lagos,Montgomery Yaba GRA Sabo Yaba Lagos,Yaba
2667,400000000,F7189,5 bedroom House for sale Okupe estate Mende Maryland Lagos,Bush Okupe estate Mende Maryland Lagos,Maryland
2668,15300000,G8556,600.0 square meter Land for sale Lekki Scheme 2 Ogombo Ajah Lagos,Cedarwood Estate Land Lekki Scheme 2 Ogombo Ajah Lagos,Lekki
2669,1200000,G8553,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ogunde Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2670,12500000,G8551,500.0 square meter Land for sale Isheri North Isheri Egbe/Idimu Lagos,Isheri North G.R.A Isheri North Isheri Egbe Idimu Lagos,Idimu
2671,1200000,G8550,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ogunde Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2672,25000000,G8539,Land for sale Onipanu Shomolu Lagos,Ikorodu Road Onipanu Shomolu Lagos,Ikorodu
2673,25000000,G8536,540.0 square meter Land for sale Ajibulu street Airport Road Oshodi Lagos,Ajubulu street Ajibulu street Airport Road Oshodi Lagos,Oshodi
2674,75000000,G8528,4 bedroom Duplex for sale Mobolaji johnson Lekki Phase 1 Lekki Lagos,Mobolaji johnson estate Mobolaji johnson Lekki Phase 1 Lekki Lagos,Lekki
2675,150000000,G8499,5 bedroom House for sale Etti Road Lekki Phase 1 Lekki Lagos,Off Durosimi Street Etti Road Lekki Phase 1 Lekki Lagos,Lekki
2676,600000,G8494,600.0 square meter Land for sale Akodo Ise Ibeju-Lekki Lagos,Free trade zone Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
2677,130000000,"450,G8487",Land for sale Ogudu GRA Ogudu Lagos,Ogudu G.R.A phase II Ogudu Gra Ogudu Lagos,Ogudu
2678,130000000,G8485,5 bedroom Duplex for sale Ogudu GRA Ogudu Lagos,Ogudu G.R.A Ogudu Gra Ogudu Lagos,Ogudu
2679,200000000,G8484,10 bedroom Commercial Property for sale AROMIRE Adeniyi Jones Ikeja Lagos,ADENIYI JONES AROMIRE Adeniyi Jones Ikeja Lagos,Ikeja
2680,1500000,G8475,600.0 square meter Land for sale Oriyanrin Free Trade Zone Ibeju-Lekki Lagos,Gracias Garden Oriyanrin Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2681,30000000,G8468,3 bedroom Flat / Apartment for sale KAYODE STREET Onipanu Shomolu Lagos,TAWOSE KAYODE STREET Onipanu Shomolu Lagos,Shomolu
2682,30000000,G8464,3 bedroom Flat / Apartment for sale Sabo Yaba Lagos,Yaba Sabo Yaba Lagos,Yaba
2683,60000000000,G8456,26.322 square meter Land for sale After Abule Egba Abule Egba Lagos,After Abule-Egba Abule-Egba Lagos,Abule-Egba
2684,35000000,G8450,3 bedroom Flat / Apartment for sale Aguda Surulere Lagos,off Adetola street Aguda Surulere Lagos,Surulere
2685,45000000,G8448,4 bedroom Flat / Apartment for sale Osolo way Isolo Lagos," Adekunle Street, by holy saviour Osolo Way Isolo Lagos",Isolo
2686,70000000,G8444,4 bedroom House for sale Jakande Lekki Lagos,Salem street Jakande Lekki Lagos,Lekki
2687,90000000,G8439,4 bedroom House for sale Ikate Lekki Lagos,Seagate estate Ikate Lekki Lagos,Lekki
2688,300000000,"50,G3953",2800.0 square meter Commercial Property for sale Saabo Berger Ojodu Lagos,Saabo Ojodu Lagos State Saabo Berger Ojodu Lagos,Ojo
2689,65000000,G8426,Land for sale Agungi Lekki Lagos,Bakare Estate Agungi Lekki Lagos,Lekki
2690,150000000,G8424,Land for sale Ikate Lekki Lagos,spar road Ikate Lekki Lagos,Lekki
2691,60000000,G8423,Land for sale Ikate Lekki Lagos,spar road Ikate Lekki Lagos,Lekki
2692,75000000,G8419,Land for sale Osapa london Lekki Lagos,victory park Osapa London Lekki Lagos,Lekki
2693,60000000,G8418,Land for sale Osapa london Lekki Lagos,victory park Osapa London Lekki Lagos,Lekki
2694,35000000,G8413,Land for sale Agungi Lekki Lagos, Ologolo Road Agungi Lekki Lagos,Lekki
2695,35000000,G8409,3 bedroom Flat / Apartment for sale off Obawole Lagos,K farm estate off Obawole Ifako-Ijaiye Lagos,Ifako-Ijaiye
2696,55000000,G8407,Flat / Apartment for sale Satellite Town Amuwo Odofin Lagos,Mission Street Satellite Town Amuwo-Odofin Lagos,Amuwo-Odofin
2697,35000000,G8406,3 bedroom Flat / Apartment for sale Adetola Aguda Surulere Lagos,Adetola street Adetola Aguda Surulere Lagos,Surulere
2698,130000000,G8405,4 bedroom Duplex for sale Bode Olajumoke Parkview Estate Ikoyi Lagos,Bode Olajumoke Bode Olajumoke Parkview Estate Ikoyi Lagos,Ikoyi
2699,50000000,G8404,Land for sale chevron Lekki Lagos,Peace Garden City estate Chevron Lekki Lagos,Lekki
2700,45000000,G8403,4 bedroom Flat / Apartment for sale Osolo way Isolo Lagos,Adekunle street Osolo Way Isolo Lagos,Isolo
2701,45000000,G8400,4 bedroom Duplex for sale Ifako-gbagada Gbagada Lagos,Glory Estate Ifako Gbagada Gbagada Lagos,Gbagada
2702,50000000,G8399,3 bedroom Flat / Apartment for sale Mile 12 Kosofe/Ikosi Lagos, Rufus Laniyun estate Mile 12 Kosofe Ikosi Lagos,Kosofe
2703,23000000,G8396,3 bedroom Flat / Apartment for sale Igando Ikotun/Igando Lagos,Igando Road Igando Ikotun Igando Lagos,Igando
2704,7000000,G8393,600.0 square meter Land for sale GRA Abijo Ajah Lagos,Abijo Gra GRA Abijo Ajah Lagos,Ajah
2705,12000000,G8361,600.0 square meter Land for sale Monastery road Sangotedo Lagos,Lekki-epe expressway Monastery Road Sangotedo Lagos,Lekki
2706,2000000,G8359,1 bedroom mini flat Flat / Apartment for sale Unilag Iwaya Yaba Lagos,Harison Unilag Iwaya Yaba Lagos,Yaba
2707,40000000,G8357,3 bedroom Flat / Apartment for sale Anthony Anthony Village Maryland Lagos,Anthony Anthony Anthony Village Maryland Lagos,Maryland
2708,70000000,G8356,1401.0 square meter Land for sale Osolo way Isolo Lagos,Iyana Isolo Osolo Way Isolo Lagos,Isolo
2709,20000000,G8355,500.0 square meter Land for sale Alpha Beach chevron Lekki Lagos,Baale Street Alpha Beach Chevron Lekki Lagos,Lekki
2710,36000000,G8351,3 bedroom Bungalow for sale Off Randle Avenue Randle Avenue Surulere Lagos,Off Randle Avenue Off Randle Avenue Randle Avenue Surulere Lagos,Surulere
2711,36000000,G8347,3 bedroom Flat / Apartment for sale Mende Maryland Maryland Ikeja Lagos,Mende Villa Mende Maryland Maryland Ikeja Lagos,Maryland
2712,45000000,G8346,3 bedroom Flat / Apartment for sale Ajao Estate Anthony Village Maryland Lagos,Ajao Ajao Estate Anthony Village Maryland Lagos,Maryland
2713,100000000,G8345,5 bedroom House for sale Ikota Lekki Lagos,"Megamound estate, ikota Ikota Lekki Lagos",Lekki
2714,1500000,"500,G8342",Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2715,5500000,"600,G8341",Land for sale Free Trade Zone Ibeju-Lekki Lagos,Free trade Zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2716,160000000,G8335,5 bedroom Flat / Apartment for sale Lekki Phase 1 Lekki Lagos,Ayinde Akinmade street Lekki Phase 1 Lekki Lagos,Lekki
2717,30000000,G8334,3 bedroom Flat / Apartment for sale Agungi Lekki Lagos,AGUNGI Agungi Lekki Lagos,Lekki
2718,40000000,G8333,1 bedroom mini flat Duplex for sale Alapere Kosofe/Ikosi Lagos,Keri Alapere Kosofe Ikosi Lagos,Alapere
2719,40000000,"525,G8332",Self Contain for sale Ogba Bus-stop Ogba Lagos,off College Road Ogba Bus Stop Ogba Lagos,Ogba
2720,40000000,G8331,3 bedroom Duplex for sale Ifako-ogba Ogba Lagos,Harmony estate Ifako Ogba Ogba Lagos,Ogba
2721,55000000,G8330,7 bedroom Duplex for sale Egbeda Alimosho Lagos,"Akowonjo-Egbeda, Egbeda Alimosho Lagos",Alimosho
2722,126000000,G8329,4 bedroom House for sale Lekki Phase 1 Lekki Lagos,lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
2723,100000000,G8327,4 bedroom Duplex for sale V.G.C Lekki Lagos,Close 41 V.G.C V.g.c Lekki Lagos,Lekki
2724,120000000,G8323,7 bedroom Duplex for sale Ajao Estate Isolo Lagos,Anthony Village Ajao Estate Isolo Lagos,Isolo
2725,50000000,G8322,3 bedroom Flat / Apartment for sale off Yetunde Brown Ifako-gbagada Gbagada Lagos,Toadeek Estate off Yetunde Brown Ifako Gbagada Gbagada Lagos,Gbagada
2726,850000000,"900,G8319",8 bedroom Duplex for sale Osborne Foreshore Estate Ikoyi Lagos,Kwara street Osborne Foreshore Estate Ikoyi Lagos,Ikoyi
2727,30000000,G8317,555.0 square meter Land for sale Pako Akoka Yaba Lagos,Off Finbarrs Road Pako Akoka Yaba Lagos,Yaba
2728,70000000,G8316,4 bedroom Duplex for sale V.G.C Lekki Lagos,VGC Estate off Lekki - Epe Expressway V.g.c Lekki Lagos,VGC
2729,12000000,G0178,500.0 square meter Land for sale Monastery road Sangotedo Lagos,"Temmah County, Behind Shoprite Monastery Road Sangotedo Lagos",Sangotedo
2730,52000000,G0225,4 bedroom Duplex for sale Igbo-efon Lekki Lagos,Amadasun Street Igbo Efon Lekki Lagos,Lekki
2731,10000000,G8315,640.0 square meter Land for sale Ogombo Lekki Phase 2 Lekki Lagos,Ogombo Ogombo Lekki Phase 2 Lekki Lagos,Lekki
2732,4800000,G8314,600.0 square meter Land for sale Eputu Ibeju-Lekki Lagos,Lekki Epe Expressway Eputu Ibeju-Lekki Lagos,Lekki
2733,50000000,G8312,4 bedroom Duplex for sale Okokomaiko Ojo Lagos,Orin medical center Okokomaiko Ojo Lagos,Ojo
2734,15300000,G8310,Land for sale Abraham adesanya estate Ajah Lagos,Abraham Adesanya Estate Abraham Adesanya Estate Ajah Lagos,Ajah
2735,1500000000,G8302,Land for sale Iju Agege Lagos,IJU Road Iju Agege Lagos,Agege
2736,750000000,G8300,Land for sale Liverpool Apapa Lagos,liverpool road Liverpool Apapa Lagos,Apapa
2737,10000000,G8298,Land for sale Crown Estate Ajah Lagos,Phase 2 Crown Estate Ajah Lagos,Ajah
2738,600000,G8296,600.0 square meter Land for sale Ise Ise town Ibeju-Lekki Lagos,Folu Ise Ise Town Ibeju-Lekki Lagos,Ibeju-Lekki
2739,800000,G8295,Land for sale LaCampaigne Tropicana Ibeju-Lekki Lagos,Okun Folu opposite Lacapagn Tropicana Lacampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki
2740,750000000,G8292,Land for sale Old Ikoyi Ikoyi Lagos,Alexander road Old Ikoyi Ikoyi Lagos,Ikoyi
2741,760000000,G8290,Land for sale Old Ikoyi Ikoyi Lagos,mekunwen road Old Ikoyi Ikoyi Lagos,Ikoyi
2742,670000000,G8289,Land for sale Old Ikoyi Ikoyi Lagos,Milverton Road Old Ikoyi Ikoyi Lagos,Ikoyi
2743,950000000,G8287,Land for sale Bourdillon Ikoyi Lagos,Bourdillon road Bourdillon Ikoyi Lagos,Ikoyi
2744,1300000000,G8285,Land for sale Old Ikoyi Ikoyi Lagos,Glover road Old Ikoyi Ikoyi Lagos,Ikoyi
2745,1100000000,G8284,Land for sale Old Ikoyi Ikoyi Lagos,Glover road Old Ikoyi Ikoyi Lagos,Ikoyi
2746,1300000000,G8283,Land for sale Old Ikoyi Ikoyi Lagos,Glover road Old Ikoyi Ikoyi Lagos,Ikoyi
2747,400000000,G8280,Land for sale Old Ikoyi Ikoyi Lagos,Milverton Road Old Ikoyi Ikoyi Lagos,Ikoyi
2748,550000000,G8275,Land for sale Bourdillon Ikoyi Lagos,Bourdillon road Bourdillon Ikoyi Lagos,Ikoyi
2749,450000000,G8274,Land for sale Old Ikoyi Ikoyi Lagos,Glover road Old Ikoyi Ikoyi Lagos,Ikoyi
2750,390000000,G8272,Land for sale Old Ikoyi Ikoyi Lagos, Lugard Road Old Ikoyi Ikoyi Lagos,Ikoyi
2751,470000000,G8271,Land for sale Old Ikoyi Ikoyi Lagos,Turnbull Road Old Ikoyi Ikoyi Lagos,Ikoyi
2752,450000000,G8270,Land for sale Old Ikoyi Ikoyi Lagos,Turnbull Road Old Ikoyi Ikoyi Lagos,Ikoyi
2753,380000000,G8266,Land for sale Old Ikoyi Ikoyi Lagos,Shaw road Old Ikoyi Ikoyi Lagos,Ikoyi
2754,410000000,G8264,Land for sale Old Ikoyi Ikoyi Lagos,Temple road Old Ikoyi Ikoyi Lagos,Ikoyi
2755,32500000,E8203,3 bedroom House for sale The Paradise Estate chevron Lekki Lagos,Chevron Drive The Paradise Estate Chevron Lekki Lagos,Lekki
2756,33000000,E8206,4 bedroom Duplex for sale Meridian Luxury Park Estate Awoyaya Ajah Lagos,Awoyaya B/Stop Meridian Luxury Park Estate Awoyaya Ajah Lagos,Ajah
2757,800000000,G8257,Land for sale Oregun Ikeja Lagos,"Oregun Road, Kudirat Abiola Way Oregun Ikeja Lagos",Ikeja
2758,6500000,G8255,600.0 square meter Land for sale Monastery road Sangotedo Lagos,Monastery road Monastery Road Sangotedo Lagos,Sangotedo
2759,53000000,G8253,6 bedroom Duplex for sale Ire akari Ire Akari Isolo Lagos,Ire akari Ire akari Ire Akari Isolo Lagos,Isolo
2760,3500000,G8252,600.0 square meter Land for sale Lekki Free trade zone behind Lacampagne tropicana Free Trade Zone Ibeju-Lekki Lagos,Lekki Free trade zone Lekki Free trade zone behind Lacampagne tropicana Free Trade Zone Ibeju-Lekki Lagos,Lekki
2761,280000000,G8249,Land for sale Opebi Ikeja Lagos,Off Agbaoku Street Opebi Ikeja Lagos,Ikeja
2762,85000000000,G8244,3 bedroom Commercial Property for sale Alagomeji Alagomeji Yaba Lagos,Queens Alagomeji Alagomeji Yaba Lagos,Yaba
2763,75000000,G8243,Land for sale Mende Maryland Lagos,Gated Estate Off Akinwunmi Street Mende Maryland Lagos,Maryland
